CHROM,POS,fixed,pcadapt,Allele,Annotation,putative_impact,gene(s),uniprot1_id,uniprot1_gene,uniprot1_protein,uniprot1_url,uniprot2_id,uniprot2_gene,uniprot2_protein,uniprot2_url
Sc0000007,3211075,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.6107-pspe_0.1.m1.6114,NA,NA,NA,NA,P16423,pol,Retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM (Retrovirus-related Pol polyprotein from type II retrotransposable element R2DM) [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease],https://www.uniprot.org/uniprot/P16423
Sc0000007,484262,,out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.5952,O15427,SLC16A3 MCT4,Monocarboxylate transporter 4 (MCT 4) (Solute carrier family 16 member 3),https://www.uniprot.org/uniprot/O15427,NA,NA,NA,NA
Sc0000007,511861,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,synonymous_variant,LOW,pspe_0.1.m1.5949,O15427,SLC16A3 MCT4,Monocarboxylate transporter 4 (MCT 4) (Solute carrier family 16 member 3),https://www.uniprot.org/uniprot/O15427,NA,NA,NA,NA
Sc0000007,616953,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.5959-pspe_0.1.m1.5957,Q90512,dlst,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K) (Fragment),https://www.uniprot.org/uniprot/Q90512,NA,NA,NA,NA
Sc0000007,956186,,out_GRNvISR,ANN=C,synonymous_variant,LOW,pspe_0.1.m1.5979,P56282,POLE2 DPE2,DNA polymerase epsilon subunit 2 (DNA polymerase II subunit 2) (DNA polymerase epsilon subunit B),https://www.uniprot.org/uniprot/P56282,NA,NA,NA,NA
Sc0000008,1313900,,out_BLUvISR;out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.6188,Q13163,MAP2K5 MEK5 MKK5 PRKMK5,Dual specificity mitogen-activated protein kinase kinase 5 (MAP kinase kinase 5) (MAPKK 5) (EC 2.7.12.2) (MAPK/ERK kinase 5) (MEK 5),https://www.uniprot.org/uniprot/Q13163,NA,NA,NA,NA
Sc0000008,1313944,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.6188,Q13163,MAP2K5 MEK5 MKK5 PRKMK5,Dual specificity mitogen-activated protein kinase kinase 5 (MAP kinase kinase 5) (MAPKK 5) (EC 2.7.12.2) (MAPK/ERK kinase 5) (MEK 5),https://www.uniprot.org/uniprot/Q13163,NA,NA,NA,NA
Sc0000008,165580,,out_BLUvISR;out_REDvISR,ANN=G,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.6124,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000008,165618,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.6124,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000008,165638,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.6124,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000008,2119584,,out_GRNvISR;out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.6232-pspe_0.1.m1.6234,O57422,opn4b mop,Melanopsin-B (Opsin-4B) (xMOP),https://www.uniprot.org/uniprot/O57422,Q9TU23,CEP290 NPHP6,Centrosomal protein of 290 kDa (Cep290) (Nephrocystin-6) (Fragment),https://www.uniprot.org/uniprot/Q9TU23
Sc0000008,2183763,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.6234-pspe_0.1.m1.6239,Q9TU23,CEP290 NPHP6,Centrosomal protein of 290 kDa (Cep290) (Nephrocystin-6) (Fragment),https://www.uniprot.org/uniprot/Q9TU23,Q6A078,Cep290 Kiaa0373 Nphp6,Centrosomal protein of 290 kDa (Cep290) (Bardet-Biedl syndrome 14 protein homolog) (Nephrocystin-6),https://www.uniprot.org/uniprot/Q6A078
Sc0000008,2183820,,out_BLUvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.6234-pspe_0.1.m1.6239,Q9TU23,CEP290 NPHP6,Centrosomal protein of 290 kDa (Cep290) (Nephrocystin-6) (Fragment),https://www.uniprot.org/uniprot/Q9TU23,Q6A078,Cep290 Kiaa0373 Nphp6,Centrosomal protein of 290 kDa (Cep290) (Bardet-Biedl syndrome 14 protein homolog) (Nephrocystin-6),https://www.uniprot.org/uniprot/Q6A078
Sc0000008,2244796,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.6239-pspe_0.1.m1.6237,Q6A078,Cep290 Kiaa0373 Nphp6,Centrosomal protein of 290 kDa (Cep290) (Bardet-Biedl syndrome 14 protein homolog) (Nephrocystin-6),https://www.uniprot.org/uniprot/Q6A078,O57422,opn4b mop,Melanopsin-B (Opsin-4B) (xMOP),https://www.uniprot.org/uniprot/O57422
Sc0000008,2436519,,out_GRNvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.6252,Q00416,SEN1 YLR430W L9576.1,Helicase SEN1 (EC 3.6.4.-) (tRNA-splicing endonuclease positive effector),https://www.uniprot.org/uniprot/Q00416,NA,NA,NA,NA
Sc0000008,2465163,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.6251,P32198,Cpt1a Cpt-1 Cpt1,Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A),https://www.uniprot.org/uniprot/P32198,NA,NA,NA,NA
Sc0000008,2522960,,out_GRNvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.6255,Q9NZN8,CNOT2 CDC36 NOT2 HSPC131 MSTP046,CCR4-NOT transcription complex subunit 2 (CCR4-associated factor 2),https://www.uniprot.org/uniprot/Q9NZN8,NA,NA,NA,NA
Sc0000008,3145187,fix_ISRvsGRN;fix_BLUvsGRN,out_GRNvISR;out_BLUvGRN,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.6301,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000008,3145209,,out_BLUvRED;out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.6301,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000008,3145224,,out_REDvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.6301,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000008,3145247,,out_REDvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.6301,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000008,3202575,,out_GRNvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.6296,G3XCN6,betS betP,Glycine betaine/proline betaine transporter BetS,https://www.uniprot.org/uniprot/G3XCN6,NA,NA,NA,NA
Sc0000008,358601,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,synonymous_variant,LOW,pspe_0.1.m1.6125,Q9R283,Trpc2 Trp2,Short transient receptor potential channel 2 (TrpC2) (Transient receptor protein 2) (TRP-2) (rTrp2),https://www.uniprot.org/uniprot/Q9R283,NA,NA,NA,NA
Sc0000008,358687,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.6125,Q9R283,Trpc2 Trp2,Short transient receptor potential channel 2 (TrpC2) (Transient receptor protein 2) (TRP-2) (rTrp2),https://www.uniprot.org/uniprot/Q9R283,NA,NA,NA,NA
Sc0000008,580616,,out_BLUvRED;out_REDvISR,ANN=A,synonymous_variant,LOW,pspe_0.1.m1.6151,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000008,639022,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.6154,Q8NAA5,LRRC75A C17orf76 FAM211A,Leucine-rich repeat-containing protein 75A (Leucine-rich repeat-containing protein FAM211A),https://www.uniprot.org/uniprot/Q8NAA5,NA,NA,NA,NA
Sc0000008,639034,,out_GRNvISR;out_BLUvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.6154,Q8NAA5,LRRC75A C17orf76 FAM211A,Leucine-rich repeat-containing protein 75A (Leucine-rich repeat-containing protein FAM211A),https://www.uniprot.org/uniprot/Q8NAA5,NA,NA,NA,NA
Sc0000008,775421,,out_GRNvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.6159-pspe_0.1.m1.6166,Q9JHX4,Casp8,Caspase-8 (CASP-8) (EC 3.4.22.61) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10],https://www.uniprot.org/uniprot/Q9JHX4,NA,NA,NA,NA
Sc0000008,775433,,out_GRNvISR;out_BLUvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.6159-pspe_0.1.m1.6166,Q9JHX4,Casp8,Caspase-8 (CASP-8) (EC 3.4.22.61) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10],https://www.uniprot.org/uniprot/Q9JHX4,NA,NA,NA,NA
Sc0000008,776380,,out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.6159-pspe_0.1.m1.6166,Q9JHX4,Casp8,Caspase-8 (CASP-8) (EC 3.4.22.61) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10],https://www.uniprot.org/uniprot/Q9JHX4,NA,NA,NA,NA
Sc0000008,812428,,out_BLUvISR,ANN=G,missense_variant,MODERATE,pspe_0.1.m1.6166,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000008,812429,,out_BLUvISR,ANN=T,missense_variant,MODERATE,pspe_0.1.m1.6166,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000008,818247,,out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.6162,P10860,Glud1 Glud,Glutamate dehydrogenase 1, mitochondrial (GDH 1) (EC 1.4.1.3) (Memory-related gene 2 protein) (MRG-2),https://www.uniprot.org/uniprot/P10860,NA,NA,NA,NA
Sc0000008,899644,,out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.6163-pspe_0.1.m1.6168,Q8CIE2,Zmiz2 D11Bwg0280e Zimp7,Zinc finger MIZ domain-containing protein 2 (PIAS-like protein Zimp7),https://www.uniprot.org/uniprot/Q8CIE2,NA,NA,NA,NA
Sc0000008,899654,,out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.6163-pspe_0.1.m1.6168,Q8CIE2,Zmiz2 D11Bwg0280e Zimp7,Zinc finger MIZ domain-containing protein 2 (PIAS-like protein Zimp7),https://www.uniprot.org/uniprot/Q8CIE2,NA,NA,NA,NA
Sc0000009,1711851,,out_BLUvISR,ANN=G,synonymous_variant,LOW,pspe_0.1.m1.6397,Q9V3H2,Rpn11 yip5 CG18174,26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory complex subunit p37B) (26S proteasome regulatory subunit rpn11) (Yippee-interacting protein 5),https://www.uniprot.org/uniprot/Q9V3H2,NA,NA,NA,NA
Sc0000009,1823914,,out_GRNvISR;out_BLUvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.6404,Q17QK8,SPR,Sepiapterin reductase (SPR) (EC 1.1.1.153),https://www.uniprot.org/uniprot/Q17QK8,NA,NA,NA,NA
Sc0000009,2500108,,out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.6450-pspe_0.1.m1.6455,Q80SY4,Mib1 Dip1 Kiaa1323 Mib,E3 ubiquitin-protein ligase MIB1 (EC 2.3.2.27) (DAPK-interacting protein 1) (DIP-1) (Mind bomb homolog 1) (RING-type E3 ubiquitin transferase MIB1),https://www.uniprot.org/uniprot/Q80SY4,NA,NA,NA,NA
Sc0000009,2500132,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.6450-pspe_0.1.m1.6455,Q80SY4,Mib1 Dip1 Kiaa1323 Mib,E3 ubiquitin-protein ligase MIB1 (EC 2.3.2.27) (DAPK-interacting protein 1) (DIP-1) (Mind bomb homolog 1) (RING-type E3 ubiquitin transferase MIB1),https://www.uniprot.org/uniprot/Q80SY4,NA,NA,NA,NA
Sc0000010,1112385,,out_GRNvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.6551,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000010,1202941,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,5_prime_UTR_variant,MODIFIER,pspe_0.1.m1.6557,Q80Z38,Shank2 Cortbp1 Kiaa1022,SH3 and multiple ankyrin repeat domains protein 2 (Shank2) (Cortactin-binding protein 1) (CortBP1),https://www.uniprot.org/uniprot/Q80Z38,NA,NA,NA,NA
Sc0000010,1703036,,out_BLUvISR;out_REDvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.6592,P97288,Htr4,5-hydroxytryptamine receptor 4 (5-HT-4) (5-HT4) (Serotonin receptor 4),https://www.uniprot.org/uniprot/P97288,NA,NA,NA,NA
Sc0000010,1703082,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.6592,P97288,Htr4,5-hydroxytryptamine receptor 4 (5-HT-4) (5-HT4) (Serotonin receptor 4),https://www.uniprot.org/uniprot/P97288,NA,NA,NA,NA
Sc0000010,2051839,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.6605-pspe_0.1.m1.6607,Q14202,ZMYM3 DXS6673E KIAA0385 ZNF261,Zinc finger MYM-type protein 3 (Zinc finger protein 261),https://www.uniprot.org/uniprot/Q14202,Q9QX29,Trpc5 Trp5 Trrp5,Short transient receptor potential channel 5 (TrpC5) (Capacitative calcium entry channel 2) (CCE2) (Transient receptor protein 5) (TRP-5) (mTRP5) (Trp-related protein 5),https://www.uniprot.org/uniprot/Q9QX29
Sc0000010,2263207,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,downstream_gene_variant,MODIFIER,pspe_0.1.m1.6611,P11029,ACAC,Acetyl-CoA carboxylase (ACC) (EC 6.4.1.2) [Includes: Biotin carboxylase (EC 6.3.4.14)],https://www.uniprot.org/uniprot/P11029,NA,NA,NA,NA
Sc0000010,2276419,,out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.6612,Q8N6Q8,METTL25 C12orf26,Methyltransferase-like protein 25 (EC 2.1.1.-),https://www.uniprot.org/uniprot/Q8N6Q8,NA,NA,NA,NA
Sc0000010,334166,fix_ISRvsRED,out_GRNvRED;out_REDvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.6489,Q9DG02,camk2d,Calcium/calmodulin-dependent protein kinase type II delta chain (CaM kinase II subunit delta) (CaM-kinase II delta chain) (CaMK-II subunit delta) (EC 2.7.11.17),https://www.uniprot.org/uniprot/Q9DG02,NA,NA,NA,NA
Sc0000010,689960,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,downstream_gene_variant,MODIFIER,pspe_0.1.m1.6510,P97292,Hrh2,Histamine H2 receptor (H2R) (HH2R) (Gastric receptor I),https://www.uniprot.org/uniprot/P97292,NA,NA,NA,NA
Sc0000011,1004592,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,stop_gained,HIGH,pspe_0.1.m1.6709,O88783,F5,Coagulation factor V (Activated protein C cofactor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain],https://www.uniprot.org/uniprot/O88783,NA,NA,NA,NA
Sc0000011,1459996,,out_GRNvISR;out_REDvISR,ANN=C,splice_region_variant&intron_variant,LOW,pspe_0.1.m1.6747,Q9H0W7,THAP2,THAP domain-containing protein 2,https://www.uniprot.org/uniprot/Q9H0W7,NA,NA,NA,NA
Sc0000011,1492306,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,synonymous_variant,LOW,pspe_0.1.m1.6744,Q15468,STIL SIL,SCL-interrupting locus protein (TAL-1-interrupting locus protein),https://www.uniprot.org/uniprot/Q15468,NA,NA,NA,NA
Sc0000011,1492405,,out_BLUvISR,ANN=T,synonymous_variant,LOW,pspe_0.1.m1.6744,Q15468,STIL SIL,SCL-interrupting locus protein (TAL-1-interrupting locus protein),https://www.uniprot.org/uniprot/Q15468,NA,NA,NA,NA
Sc0000011,1534372,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.6748,Q9I8W5,cml,Probable N-acetyltransferase camello (EC 2.3.1.-) (Xcml),https://www.uniprot.org/uniprot/Q9I8W5,NA,NA,NA,NA
Sc0000011,1534391,,out_REDvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.6748,Q9I8W5,cml,Probable N-acetyltransferase camello (EC 2.3.1.-) (Xcml),https://www.uniprot.org/uniprot/Q9I8W5,NA,NA,NA,NA
Sc0000011,1534475,,out_REDvISR,ANN=T,downstream_gene_variant,MODIFIER,pspe_0.1.m1.6748,Q9I8W5,cml,Probable N-acetyltransferase camello (EC 2.3.1.-) (Xcml),https://www.uniprot.org/uniprot/Q9I8W5,NA,NA,NA,NA
Sc0000011,1534502,,out_REDvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.6748,Q9I8W5,cml,Probable N-acetyltransferase camello (EC 2.3.1.-) (Xcml),https://www.uniprot.org/uniprot/Q9I8W5,NA,NA,NA,NA
Sc0000011,177158,,out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.6669,O54774,Ap3d1 Ap3d,AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin) (mBLVR1),https://www.uniprot.org/uniprot/O54774,NA,NA,NA,NA
Sc0000011,246171,,out_BLUvISR,ANN=G,synonymous_variant,LOW,pspe_0.1.m1.6672,Q8AV58,SDK1,Protein sidekick-1,https://www.uniprot.org/uniprot/Q8AV58,NA,NA,NA,NA
Sc0000011,42195,,out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.6665,Q6QI06,Rictor Kiaa1999,Rapamycin-insensitive companion of mTOR (AVO3 homolog) (mAVO3) (Protein pianissimo),https://www.uniprot.org/uniprot/Q6QI06,NA,NA,NA,NA
Sc0000011,42242,,out_GRNvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.6665,Q6QI06,Rictor Kiaa1999,Rapamycin-insensitive companion of mTOR (AVO3 homolog) (mAVO3) (Protein pianissimo),https://www.uniprot.org/uniprot/Q6QI06,NA,NA,NA,NA
Sc0000011,42267,,out_GRNvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.6665,Q6QI06,Rictor Kiaa1999,Rapamycin-insensitive companion of mTOR (AVO3 homolog) (mAVO3) (Protein pianissimo),https://www.uniprot.org/uniprot/Q6QI06,NA,NA,NA,NA
Sc0000011,42293,,out_BLUvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.6665,Q6QI06,Rictor Kiaa1999,Rapamycin-insensitive companion of mTOR (AVO3 homolog) (mAVO3) (Protein pianissimo),https://www.uniprot.org/uniprot/Q6QI06,NA,NA,NA,NA
Sc0000011,548057,,out_BLUvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.6683-pspe_0.1.m1.6690,NA,NA,NA,NA,A2AJ76,Hmcn2,Hemicentin-2,https://www.uniprot.org/uniprot/A2AJ76
Sc0000011,956367,,out_BLUvISR,ANN=C,synonymous_variant,LOW,pspe_0.1.m1.6707,G3V9H8,Ret,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment],https://www.uniprot.org/uniprot/G3V9H8,NA,NA,NA,NA
Sc0000012,1574566,,out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.6962,Q76LL8,CRHR1 CRF1,Corticotropin-releasing factor receptor 1 (CRF-R-1) (CRF-R1) (CRFR-1),https://www.uniprot.org/uniprot/Q76LL8,NA,NA,NA,NA
Sc0000012,1997708,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,missense_variant,MODERATE,pspe_0.1.m1.6985,Q8BHW9,Slfnl1,Schlafen-like protein 1,https://www.uniprot.org/uniprot/Q8BHW9,NA,NA,NA,NA
Sc0000012,1997763,,out_BLUvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.6985,Q8BHW9,Slfnl1,Schlafen-like protein 1,https://www.uniprot.org/uniprot/Q8BHW9,NA,NA,NA,NA
Sc0000012,2105314,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.6993,Q99NH2,Pard3 Par3,Partitioning defective 3 homolog (PAR-3) (PARD-3) (Atypical PKC isotype-specific-interacting protein) (ASIP) (Ephrin-interacting protein) (PHIP),https://www.uniprot.org/uniprot/Q99NH2,NA,NA,NA,NA
Sc0000012,2105378,,out_REDvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.6993,Q99NH2,Pard3 Par3,Partitioning defective 3 homolog (PAR-3) (PARD-3) (Atypical PKC isotype-specific-interacting protein) (ASIP) (Ephrin-interacting protein) (PHIP),https://www.uniprot.org/uniprot/Q99NH2,NA,NA,NA,NA
Sc0000012,2235816,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,synonymous_variant,LOW,pspe_0.1.m1.7000,Q0IHI3,catip,Ciliogenesis-associated TTC17-interacting protein,https://www.uniprot.org/uniprot/Q0IHI3,NA,NA,NA,NA
Sc0000012,2442320,,out_BLUvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.7013-pspe_0.1.m1.7011,B7WFQ1,,Uncharacterized skeletal organic matrix protein 2 (Uncharacterized SOMP-2),https://www.uniprot.org/uniprot/B7WFQ1,NA,NA,NA,NA
Sc0000012,2648151,,out_GRNvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.7024,P84082,Arf2,ADP-ribosylation factor 2,https://www.uniprot.org/uniprot/P84082,NA,NA,NA,NA
Sc0000012,2748428,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.7034-CHR_END,Q5RDQ8,GRM7,Metabotropic glutamate receptor 7 (mGluR7),https://www.uniprot.org/uniprot/Q5RDQ8,NA,NA,NA,NA
Sc0000012,2748429,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.7034-CHR_END,Q5RDQ8,GRM7,Metabotropic glutamate receptor 7 (mGluR7),https://www.uniprot.org/uniprot/Q5RDQ8,NA,NA,NA,NA
Sc0000012,836497,,out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.6920,P53708,ITGA8,Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain],https://www.uniprot.org/uniprot/P53708,NA,NA,NA,NA
Sc0000012,836498,,out_BLUvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.6920,P53708,ITGA8,Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain],https://www.uniprot.org/uniprot/P53708,NA,NA,NA,NA
Sc0000012,836547,,out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.6920,P53708,ITGA8,Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain],https://www.uniprot.org/uniprot/P53708,NA,NA,NA,NA
Sc0000012,836570,,out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.6920,P53708,ITGA8,Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain],https://www.uniprot.org/uniprot/P53708,NA,NA,NA,NA
Sc0000012,836579,,out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.6920,P53708,ITGA8,Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain],https://www.uniprot.org/uniprot/P53708,NA,NA,NA,NA
Sc0000012,856565,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.6920,P53708,ITGA8,Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain],https://www.uniprot.org/uniprot/P53708,NA,NA,NA,NA
Sc0000012,980114,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,downstream_gene_variant,MODIFIER,pspe_0.1.m1.6925,NA,NA,NA,NA,NA,NA,NA,NA
Sc0000013,138065,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,missense_variant,MODERATE,pspe_0.1.m1.7046,Q8R8N9,TTE1956,Protein TTE1956,https://www.uniprot.org/uniprot/Q8R8N9,NA,NA,NA,NA
Sc0000013,138111,,out_GRNvISR,ANN=T,missense_variant,MODERATE,pspe_0.1.m1.7046,Q8R8N9,TTE1956,Protein TTE1956,https://www.uniprot.org/uniprot/Q8R8N9,NA,NA,NA,NA
Sc0000013,1417219,,out_BLUvISR,ANN=A,synonymous_variant,LOW,pspe_0.1.m1.7136,Q4UMH6,RF_0381,Putative ankyrin repeat protein RF_0381,https://www.uniprot.org/uniprot/Q4UMH6,NA,NA,NA,NA
Sc0000013,1417233,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,missense_variant,MODERATE,pspe_0.1.m1.7136,Q4UMH6,RF_0381,Putative ankyrin repeat protein RF_0381,https://www.uniprot.org/uniprot/Q4UMH6,NA,NA,NA,NA
Sc0000013,1418419,,out_BLUvISR,ANN=C,synonymous_variant,LOW,pspe_0.1.m1.7136,Q4UMH6,RF_0381,Putative ankyrin repeat protein RF_0381,https://www.uniprot.org/uniprot/Q4UMH6,NA,NA,NA,NA
Sc0000013,1496957,,out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.7140,Q4PZA2,Ece1,Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71),https://www.uniprot.org/uniprot/Q4PZA2,NA,NA,NA,NA
Sc0000013,1496994,,out_BLUvISR;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.7140,Q4PZA2,Ece1,Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71),https://www.uniprot.org/uniprot/Q4PZA2,NA,NA,NA,NA
Sc0000013,1497030,,out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.7140,Q4PZA2,Ece1,Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71),https://www.uniprot.org/uniprot/Q4PZA2,NA,NA,NA,NA
